id|img|name|price|vat|amount|height|width|depth|weight|describe|cat
1|https://images.obi.pl/product/PL/932x365/251301_1.jpg,https://images.obi.pl/product/PL/932x365/251301_2.jpg,https://assets.obi.de/skin/a94dcb7/images/blind.gif|Bosch Professional Młotowiertarka GBH 240 790 W|649.0|1|84|12.3|36.7|40.1|3.30|Bosch Professional Młotowiertarka GBH 240 790 W Wyjątkowo trwałe, mocne urządzenie do wszelkich prac budowlanych, renowacyjnych i remontowych Bosch o mocy 790W, sile udaru 2,7J, prędkości obrotowej 1300 obr/min i uchwycie wiertarskim SDS Plus, stosowany w młotach udarowo-obrotowych klasy 2-4kg.   Specyfikacja techniczna  Model: GBH 240 Moc: 790W Siła udaru: 2,7J Prędkość obrotowa: 1300 obr/min Uchwyt wiertarski: SDS Plus Liczba udarów: 4200 ud/min Typ udaru: pneumatyczny Funkcja kucia: tak Maksymalna średnica wiercenia w betonie: 20mm  Nowy standard wiercenia w betonie Urządzenie zapewnia najszybsze tempo wiercenia w tej klasu narzędzi dzięki zoptymalizowanej obudowie przekładni, wyższą wytrzymałość i możliwość wykonywania zaawansowanych prac dzięki wydajnemu silnikowi o mocy 790W, a także inteligentną konstrukcję ułatwiającą wymianę części i serwisowanie.  Funkcje młotowiertarki Młotowiertarka Bosch posiada funkcje wkręcania, wiercenia, wiercenia udarowego oraz kucia.  Zmiana obrotów lewo/prawo zmiana obrotów lewo/prawo do wkręcania i wykręcania śrub i wkrętów z systemem kompensacji mocy, dzięki któremu prędkośc obrotowa jest identyczna.  Walizka z tworzywa sztucznego W zestawie z młotowiertarką znajduje sie walizka wykonana z tworzywa sztucznego gwarantująca bezpieczny transport, a także przechowywanie urządzenia. Walizka odporna jest na uszkodzenia mechaniczne, ponadto posiada wyprofilowane miejsca na sprzęt dodatkowy (nie występujący w zestawie). Tym samym masz pewność, że żaden z elementów wyposażenia nie przemieści się w trakcie transportu.    Wyposażenie W zestawie znajduje się młotowiertarka GBH 240 o mocy 790W, walizka wykonana z tworzywa sztucznego, 5 wierteł oraz dłuto.    Maksymalna średnica wiercenia Młotowiertarka zapewnia wiercenie w drewnie, betonie, stali oraz betonie koronkami. Ich maksymalna średnica wiercenia podana jest poniżej.  Maks. średnica wiercenia w stali: 13mm Maks. średnica wiercenia w drewnie: 30mm Maks. średnica wiercenia w betonie: 20mm Maks. średnica wiercenia w betonie koronkami: 68mm  Chwyt SDS Plus Zastosowanie specjalnego chwytu SDS Plus z osłoną przeciwpyłową umożliwia beznarzędziową i szybką wymianę wierteł i dłut. Komfort obsługi tego urządzenia zapewniony jest dzięki jego lekkiej i kompaktowej konstrukcji.  Pobierz kartę gwarancyjną.|wiertarki i wkretarki
2|https://images.obi.pl/product/PL/932x365/687653_1.jpg|Młotowiertarka BOSCH Professional GBH 220 720W 2J 1 bieg|348.0|1|5|11.0|35.0|40.0|2.68|Młotowiertarka BOSCH Professional GBH 220 720W 2J 1BIEG  - Siła uderzenia (w J) 2.0 - Moc pobierana (w W) 720.0 - Średnica wiercenia w betonie (w mm) 22.0 - Funkcja podkuwania Tak - Typ udaru Wyposażenie elektropneumatyczne do betonu zbrojonego/wibrobetonu/strunobetonu - Moc (w W) Mniej niż 1000 - Ilość prędkości 1 - Średnica wiercenia w drewnie (w mm) 30.0 - Średnica wiercenia w metalu (w mm) 13.0 - Funkcja wiercenia udarowego Tak - Funkcja wiercenia Tak - Typ uchwytu SDS Plus - Waga (w kg) 4.114 - Marka BOSCH PROFESSIONAL - Gwarancja (w latach) 2|wiertarki i wkretarki
3|https://images.obi.pl/product/PL/932x365/506195_1.jpg,https://images.obi.pl/product/PL/932x365/506195_2.jpg|Makita Młotowiertarka HR2470 780 W|639.0|1|27|21.4|7.4|37.0|2.60|Makita Młotowiertarka HR2470 780 W Młotowiertarkaudarowa Makita o mocy 780W, prędkości obrotowej 1100 obr/min i sile udaru 2,4J. To solidne iurządzenie przeznaczone jest do dłutowania, wiercenia i wiercenia udarowego. Dzięki przełącznikowi z wyborem trybu kucia, wiercenia lub wiercenia udarowego można szybko i sprawnie dostosować urządzenie do charakteru pracy.    Specyfikacja techniczna  Model: HR 2470 Moc: 780W Prędkość obrotowa: 1100 obr/min. Siła udaru: 2,4J Uchwyt wiertarski: SDS Plus Liczba udarów: 4500 ud/min. Typ udaru: pneumatyczny Funkcja kucia: tak Maksymalna średnica wiercenia w betonie: 24 mm    Pokrycie rękojeści materiałem antypoślizgowym w znacznym stopniu zmniejsza drgania przenoszone na przegub dłoni i zwiększa ergonomię urządzenia, co jest niezwykle istotne, zwłaszcza przy długotrwałych i zaawansowanych pracach. Zastosowanie specjalnego chwytu SDS-plus z osłoną przeciwpyłową, umożliwia beznarzędziową i szybką wymianę wierteł i dłut.|wiertarki i wkretarki
4|https://images.obi.pl/product/PL/932x365/661531_1.jpg,https://images.obi.pl/product/PL/932x365/661531_2.jpg,https://assets.obi.de/skin/a94dcb7/images/blind.gif,https://assets.obi.de/skin/a94dcb7/images/blind.gif|CMI Młotowiertarka 1050 W|299.0|1|45|21.5|10.7|37.9||CMI Młotowiertarka 1050 W Młotowiertarka CMI o mocy 1050W, prędkości obrotowej 1000 obr/min i sile udaru 3J. To wyjątkowo trwałe i mocne urządzenie przeznaczone do ciężkich prac budowlanych pozwala na pewne wiercenie w betonie, stali i aluminium. Liczba i siła udarów gwarantują, że wiercenie nawet w najtwardzzym betonie. Funkcja kucia z włącznikiem blokady pozwala na wygodną ciągłą pracę.    Specyfikacja techniczna  Moc: 1050W Prędkość obrotowa: 1000 obr/min. Siła udaru: 3J Uchwyt wiertarski: SDS Plus Liczba udarów: 4960 ud/min. Funkcja kucia: tak Maksymalna średnica wiercenia w betonie: 24 mm  Młotowiertarka CMI posiada regulowany uchwyt, który znacząco poprawia komfort pracy, a także ogranicznik wiercenia, który pozwoli na szybkie i dokładne osiągnięcie zamierzonej głębokości otworu. Pokrycie jękojeści miękkim materiałem w znacznym stopniu zmniejsza drgania przenoszone na przegub dłoni i zwiększa ergonomię urządzenia, co jest niezwykle istotne, zwłaszcza przy długotrwalych i zaawansowanych pracach. Zastosowanie specjalnego chwytu SDS Plus z osłoną przeciwpyłową, umożliwia beznarzędziową i szybką wymianę wierteł i dłut. Komfort obsługi tego urządzenia zapewniony jest dziękijego lekkiej i kompaktowej konstrukcji.  W zestawie znajduje się młotowiertarka, walizka, osłona przeciwpyłowa, uchwyt wiertarski z wieńcem zębatym oraz zestaw dłu i wierteł.|wiertarki i wkretarki
5|https://images.obi.pl/product/PL/932x365/323405_1.jpg,https://images.obi.pl/product/PL/932x365/323405_2.jpg|Einhell Klucz udarowy TE-CW 18 Li Solo bezszczotkowy|479.0|1|80|20.0|8.4|16.1|1.15|"Einhell Klucz udarowy TE-CW 18 Li Solo bezszczotkowy Akumulatorowy klucz udarowy Einhell o napięciu akumulatora 18V i prędkości obrotowej 0-2900 obr/min. Urządzenie marki Einhell należy do bogatej rodziny narzędzi akumulatorowych w systemie Power X-Change przeznaczonych do domu i ogrodu. Jego silnik bezszczotkowy zapewnia większą moc i działa dlużej niż narzędzia z tradycyjnymi silnikami szczotkowymi. Urządzenie to zapewnia wystarczającą moc, aby poluzować nawet zakleszczone nakrętki kół. Mimo całej swojej mocy jest lekki i wygodny w obsłudze. Ponadto jest wyposażony w solidny zewnętrzny kwadratowy uchwyt 1/2"", a także w adapter do wkrętów. Uwaga! Urządzenie dostarczane jest bez akumulatora i ładowarki.    Specyfikacja techniczna  Model: TE-CW 18V (bez akumulatora) Napięcie akumulatora: 18V >Prędkość obrotowa: 0-2900 obr/min Liczba biegów: 1 Maksymalny moment obrotowy: 215Nm    System akumulatorowy Power X-Change To ponad 200 urządzeń pracujących na jednym typie akumulatora. Posiadając akumulator można dokupić pozostałe urządzenia w wersji SOLO - bez akumulatora i ładowarki. Dodatkowo istnieje możliwość dokupienia akumulatorów o różnej pojemności (od 2Ah do 6 Ah) i różnych typów ładowarek. W akumulatorach zastosowano najlepsze komponenty, jak wysokowydajne ogniwa litowo-jonowe i inteligentna elektronika akumulatorów sterowana procesorem Active Battery Manegment. Zapewniają one bezpieczeństwo, wydajność i niezawodność."|wiertarki i wkretarki
6|https://images.obi.pl/product/PL/932x365/692301_1.jpg,https://images.obi.pl/product/PL/932x365/692301_2.png|Ryobi Klucz udarowy R18IW3-0, 18V|465.0|1|59|18.0|6.0|21.2|1.90|"Ryobi Klucz udarowy R18IW3-0, 18V  Akumulatorowy klucz udarowy R18IW3-0 świetnie nadaje się do bardziej wymagających zadań związanych z przykręcaniem i odkręcaniem śrub. Produkt marki Ryobi posiada 3 ustawienia prędkości, światło LED oraz uchwyt 1/2"" z kołkiem blokującym.  Brak akumulatora i ładowarki w zestawie (należy dokupić oddzielnie).  Specyfikacja techniczna  Częst. udaru: 0-3200 ud./min. Maks. moment obrotowy: 400 Nm Pręd. bez obc. bieg 1: 2100 obr./min. Pręd. bez obc. bieg 2: 2500 obr./min. Prędkość bez obciążenia: 0-2900 obr/min. Ustawienia momentu obrotowego: 180/240/400"|wiertarki i wkretarki
7|https://images.obi.pl/product/PL/932x365/471861_1.jpg,https://images.obi.pl/product/PL/932x365/471861_2.jpg,https://assets.obi.de/skin/a94dcb7/images/blind.gif,https://assets.obi.de/skin/a94dcb7/images/blind.gif|CMI Młot udarowy C-BH-1500 1500 W|369.0|1|73|43.0|13.0|34.5|5.1|CMI Młot udarowy C-BH-1500 1500 W Młot udarowy CMI o mocy 1500W, prędkości obrotowej 780 obr/min i sile udaru 5,5J. To urządzenie z pneumatycznym udarem jest maszyną przeznaczoną do prac budowalnych związanych z wyburzaniem, czy skuwaniem nawierzchni.    Specyfikacja techniczna  Model: C-BH-1500 Moc: 1500W Prędkość obrotowa: 780 obr/min Siła udaru: 5,5J Uchwyt wiertarski: SDS Plus Liczba udarów: 2700 ud/min. Typ udaru: pneumatyczny Funkcja kucia: tak Maksymalna średnica wiercenia w betonie: 36 mm  Młot udarowy CMI służy do wiercenia otworów w materiałach o maksymalnej grubości:  - 13mm stal -36mm beton -40mm drewno  W zestawie znajdują się: 3 szt. wierteł SDS (8/10/12mm x 150mm), 1 przebijak z końcówką płaską i szpiczastą (14x150mm), klucz 6-kątny, osłonę przeciwpyłową i zapasowe szczotki węglowe. Całość umieszczona jest w praktycznej walizce wykonanej z tworzywa sztucznego.|wiertarki i wkretarki
8|https://images.obi.pl/product/PL/932x365/577503_1.jpg,https://images.obi.pl/product/PL/932x365/577503_2.jpg,https://assets.obi.de/skin/a94dcb7/images/blind.gif|CMI Młotowiertarka 800 W|259.0|1|48|43.0|10.0|33.0|5.5|CMI Młotowiertarka 800 W Młotowiertarka CMI o mocy 800W, prędkości obrotowej 900 obr/min i sile udaru 4J. To wyjątkowo poręczne i bardzo dobrze wyważone urządzenie, doskonałe do seryjnego wiercenia i podkuwania. Młotowiertarka CMI nadaje się do wszelkich prac budowlanych, renowacyjnych i remontowych. Duża moc pozwala na pracę przy dużym obciążeniu i w trudnych warunkach.    Specyfikacja techniczna  Model: C-BH-800-C Moc: 800W Prędkość obrotowa: 900 obr/min. Siła udaru: 4J Uchwyt wiertarski: SDS Plus Liczba udarów: 3900 ud/min. Funkcja kucia: nie Maksymalna średnica wiercenia w betonie: 26 mm  Młotowiertarka CMI wyposażona jest w dodatkowy uchwyt i ogranicznik głębokości, co znacznie poprawia komfort pracy. Z kolei szybkomocujący uchwyt SDS Plus umożliwia łatwą wymianę akcesoriów. Wysoka jakość wykonania zapewnia długą i trwałą eksploatację.  W zestawie znajduje się: dłuto przecinak (14x250mm), 3 szt. wierteł SDS (8/10/12mm x 150mm), dodatkowy uchwyt, ogranicznik głębokości wiercenia oraz zestaw szczotek węglowych.|wiertarki i wkretarki
9|https://images.obi.pl/product/PL/932x365/642203_1.jpg,https://images.obi.pl/product/PL/932x365/642203_2.jpg,https://assets.obi.de/skin/a94dcb7/images/blind.gif,https://assets.obi.de/skin/a94dcb7/images/blind.gif,https://assets.obi.de/skin/a94dcb7/images/blind.gif|LUX-Tools Młotowiertarka akumulatorowa 20V - bez akumulatora|229.0|1|73|21.5|25.5|9.5|1.56|LUX-Tools Młotowiertarka akumulatorowa 20V - bez akumulatora Młotowiertarka LUX Tools z napięciem akumulatora 20V, sile udaru 1,1J i prędkości obrotowej 900 obr/min. Młot wyróżnia się 3 funkcjami: wkręcania, wiercenia oraz wiercenia udarowego. Urządzenie znajdzie swoje zastosowanie w rzemiośle, pracach domowych i remontowych. Młot jest częścia praktycznego systemu LUX 1 PowerSystem i może być zasilany wysokiej jakości akumulatorami litowo-jonowymi 20V z tej serii. Zasilanie bateryjne zapewnia dużą swobodę ruchów i elastyczność.  Uwaga! Urządzenie sprzedawane jest bez akumulatora i ładowarki.    Specyfikacja techniczna  Napięcie akumulatora: 20V (bez akumulatora w zestawie) Ilość akumulatorów: 0 Siła udaru: 1,1J Prędkość obrotowa: 900 obr/min. Uchwyt wiertarski: SDS Liczba udarów: 5000 ud/min. Maksymalna średnica wiercenia w betonie: 10 mm  Dzięki zmiennej regulacji prędkości urządzenie optymalnie dostosowuje się do danego procesu wiercenia i zapewnia precyzyjne wyniki. Jego wydajność wiercenia osiąga średnicę do 16mm w drewnie, 10mm w betonie i 8mm w stali. Dzięki miękkiemu uchwytowi młot wygodnie leży w dłoni i zapewnia wygodną pracę. Jest również wyposażony w oświetlenie robocze LED, które oświetla trudno dostępne obszary.    LUX Tools 20V - jeden akumulator, wiele możliwości LUX Tools 20V to system, który możesz dopasować do swoich potrzeb. Działa w każdym narzędziu z rodziny PowerSystem, niezależnie od jego rodzaju, dlatego możesz go swobodnie konfigurować. Tak, by jeszcze łatwiej i szybciej wykonać daną pracę. LUX Tools 20V to nie tylko wygoda, ale przede wszystkim oszczędność czasu i miejsca. Dość bałaganu w warsztacie lub ogrodzie. Dość wielu zbędnych ładowarek i akumulatorów. Jedno urządzenie wystarczy i do drobnych domowych napraw, i do wielkiego majsterkowania.  Więcej o PowerSystem przeczytasz tutaj.|wiertarki i wkretarki
10|https://images.obi.pl/product/PL/932x365/577359_1.jpg|Bosch Młot udarowo-obrotowy PBH 2100 RE 550 W|329.0|1|6|38.5|38.0|11.5|2.54|Bosch Młot udarowo-obrotowy PBH 2100 RE 550 W Wyjątkowo trwałe, mocne urządzenie do podkuwania, dłutowania, wiercenia i wkręcania Bosch o mocy 550W, sile udaru 1,7J, prędkości obrotowej 2300 obr/min i uchwycie wiertarskim SDS Plus, stosowany w młotach udarowo-obrotowych klasy 2-4kg. Dzięki przełącznikowi z wyborem trybu wkręcania, wiercenia, wiercenia udarowego oraz kucia można szybko i sprawnie dostosować urządzenie do charakeru pracy.   Specyfikacja techniczna  Model: PBH 2100 RE Moc: 550W Siła udaru: 1,7J Prędkość obrotowa: 2300 obr/min Uchwyt wiertarski: SDS Plus Liczba udarów: 5800 ud/min Typ udaru: pneumatyczny Funkcja kucia: tak Maksymalna średnica wiercenia w betonie: 20mm   Silnik o mocy 550W, a także wysoka prędkośc obrotowa pozwalają na wiercenie w betonie, stali, aluminium czy drewnie. Pneumatyczny mechanizm udarowy gwarantuje, że wiercenie nawet w najtwardszym betoie nie sprawia żadnego problemu. Natomiast blokada udaru pozwala na wiercenie w drewnie, stali czy aluminium.  Funkcja kucia Funkcja kucia z włącznikiem blokady pozwalającym na wygodną ciągłą pracę, umożliwia wykonywanie prac dłutujących w kamieniu, cegle czy betonie. Kolejną zaletą jest opcja zmiany ustawienia dłuta w różnych pozycjach, ułatwiająca kucie w miejscach trudno dostępnych.  Chwyt SDS Plus Zastosowanie specjalnego chwytu SDS Plus z osłoną przeciwpyłową umożliwia beznarzędziową i szybką wymianę wierteł i dłut. Komfort obsługi tego urządzenia zapewniony jest dzięki jego lekkiej i kompaktowej konstrukcji.  Ergonomiczna obsługa i łatwość serwisowania Poręczna, optymalnie ukształtowana młotowiertarka zapewnia ergonomiczną obsługę dzięki niskiej wadze i kompaktowej konstrukcji. Rękojeść urządzenia powleczona jest antypoślizgowym, miękkim materiałem SOFTGRIP, co gwarantuje bezpieczeństwo pracy oraz wygodę obsługi.  Pobierz kartę gwarancyjną.|wiertarki i wkretarki
