id|img|name|price|vat|amount|height|width|depth|weight|describe|cat
16|https://images.obi.pl/product/PL/932x365/500267_2.jpg|Knauf Ręczny tynk gipsowy Goldband 25 kg|28.48|1|40|14.0|35.0|52.0|20.0|Ręczny tynk gipsowy Goldband marki Knauf sprawdzi się podczas remontu. Goldbad to sucha zaprawa gipsowa, która sprawdzi podczas wyrównywania krzywych ścian, wypełniania ubytków, powstałych na skutek wymiany instalacji wodno-kanalizacyjnej lub elektrycznej oraz do tynkowania glifów wokół drzwi i okien.    Zastosowanie ręcznego tynku gipsowego Zaprawa gipsowa Knauf może być stosowana na wielu podłożach mineralnych, jak pustaki ceramiczne czy beton komórkowy, a także stare tynki gipsowe i wcześniej zagruntowane tynki cementowo-wapienne. Ręczny tynk gipsowy tworzy gładkie powierzchnie o dowolnej strukturze wewnątrz budynków na ścianach i sufitach. Pomieszczenia, w których można użyć tynku Goldband powinny wykazywać wilgotność powietrza na poziomie do 70%. To sprawia, że można go stosować w pokojach, piwnicach i na poddaszach, a nawet w szkolnych, hotelowych czy szpitalnych łazienkach. Tynk gipsowy sprawdzi się jako podłoże pod różnego rodzaju farby i tapety, jako podłoże do układania płytek i pod tynki wykończeniowe.  Sposób użycia Goldband Tynk Goldband można nakładać w warstwach o grubości do 8 do 35 mm. Jeśli jest potrzeba położenia grubszej warstwy tynku, należy wykonać drugą warstwę. Grubość obu warstw powinna wynosić maksymalnie 50 mm. Tynk gipsowy Goldband reguluje wilgotność powietrza w pomieszczeniach, dzięki higroskopijnym właściwościom gipsu. Higroskopijność sprawia, że nadmiar wilgoci zostaje pochłonięty, jeśli powietrze jest zbyt wilgotne. Gips oddaje również nadmiar wilgoci, jeśli powietrze staje się zbyt suche.  Czas schnięcia i zużycie Tynk gipsowy do obróbki tynkarskiej okien i drzwi wysycha przez 14 dni w przypadku warstwy o grubości 10 mm. Zaprawa gipsowa Knauf jest zdatna do użytku przez okres 6 miesięcy od daty produkcji. Średnie zużycie Goldband wynosi 13 kg na 1 m2 przy warstwie o grubości 15 mm. Zużycie może się różnić w zależności od rodzaju podłoża oraz grubości warstwy tynku gipsowego.|tynk zaprawa i cement
17|https://images.obi.pl/product/PL/932x365/535258_1.jpg|Knauf Maszynowy tynk gipsowy MP 75 Leicht 25 kg|21.98|1|84|14.0|35.0|52.0|25.1|Bardzo wydajny, lekki tynk gipsowy Knauf MP 75 Leicht, sprawdzi się najbardziej na inwestycjach, na których w krótkim czasie trzeba otynkować duże powierzchnie ścian i sufitów. Sprzyjają temu łatwość obróbki, technologia maszynowa oraz nakładanie tynku w jednej warstwie. Może być stosowany na wszystkich podłożach mineralnych. Sprawdzi się we wszystkich ogrzewanych zimą pomieszczeniach. Tworzy równe i gładkie powierzchnie, które nie wymagają dodatkowego wygładzania za pomocą gładzi. Tynk Knauf MP 75 Leicht to fabrycznie przygotowana sucha zaprawa gipsowa z dodatkiem lekkich kruszyw przeznaczona do wykonania tynków jednowarstwowych o grubości od 8 do 50 mm wewnątrz budynków w pomieszczeniach o maksymalnej wilgotności powietrza do 70%, a zatem także w kuchniach i łazienkach, które nie są użytkowane w celach przemysłowych. Produkt przeznaczony jest do tynkowania ścian z betonu komórkowego lub pustaków ceramicznych, a także na wylane z betonu sufity. Tynk Knauf MP 75L jest lekki i bardzo wydajny, odporny na ścieranie, reguluje wilgotność powietrza we wnętrzach dzięki właściwościom higroskopijnym gipsu, który pochłania nadmiar wilgoci, jeśli powietrze jest zbyt wilgotne oraz oddaje nadmiar wilgoci, jeśli powietrze staje się zbyt suche. Lekki skład produktu ułatwia obróbkę. Dodatkowo maszynowe nakładanie tynku w jednym cyklu technologicznym umożliwia szybką realizację prac tynkarskich o dużym wolumenie.|tynk zaprawa i cement
18|https://images.obi.pl/product/PL/932x365/650617_1.jpg|Baumaster Tynk mozaikowy kolor BM122 18kg|85.99|1|29|||||Baumaster Tynk mozaikowy kolor BM122 18kg Tynk strukturalny, mozaikowy, ozdobny, wykonany na bazie żywicy akrylowej i naturalnego lub barwionego kruszywa. Tynk przeznaczony jest do wykonywania ozdobnych wypraw tynkarskich wewnątrz i na zewnątrz budynku. Można go nakładać na podłożach betonowych, tynkach gipsowych, cementowych i cementowo-wapiennych oraz na płytach gipsowo-kartonowych i gipsowo-włóknowych. Jest elastyczny, odporny na duże naprężenia, wodo- i mrozoodporny, umiarkowanie poroprzepuszczalny oraz przyjazny środowisku naturalnemu. Ziarno: 1,5 mm Średnie zużycie: ok. 4 kg/m5|tynk zaprawa i cement
19|https://images.obi.pl/product/PL/932x365/665216_1.jpg|Knauf Ręczny tynk gipsowy Goldband 5 kg|12.99|1|18|25.0|15.0|6.0|5.0|Cechy Ręczny tynk gipsowy Knauf Goldband to znakomity wybór dla inwestorów planujących remont. Doskonale sprawdzi się do wyrównania krzywych ścian, otynkowania glifów wokół nowo wstawionych okien lub drzwi, albo do wypełnienia bruzd, które powstały podczas wymiany instalacji elektrycznej lub wodno-kanalizacyjnej. Małe opakowanie wystarczy na wykonanie niewielkiej naprawy ściany. Oszczędza materiał i koszty.  Zastosowanie Knauf Goldband to fabrycznie przygotowana sucha zaprawa gipsowa przeznaczona do tynkowania całych powierzchni ścian lub wypełniania ubytków na wszelkich podłożach mineralnych, takich jak beton komórkowy, pustaki ceramiczne, a także stare tynki gipsowe i cementowo-wapienne po wcześniejszym zagruntowaniu środkiem gruntującym. Może być nakładany do grubości 50 mm. Może być wykończony na gładko i wtedy nie wymaga dodatkowego wygładzania gładzią. Ręczna technologia wykonania umożliwia również kształtowanie struktury tynku przed jego wyschnięciem. Jak każdy tynk gipsowy Knauf Goldband reguluje wilgotność powietrza we wnętrzach dzięki właściwościom higroskopijnym gipsu, który pochłania nadmiar wilgoci, jeśli powietrze jest zbyt wilgotne oraz oddaje nadmiar wilgoci, jeśli powietrze staje się zbyt suche.|tynk zaprawa i cement
20|https://images.obi.pl/product/PL/932x365/540328_1.jpg|Knauf Maszynowy tynk gipsowy MP 75 25 kg|18.98|1|64|14.0|35.0|52.0|25.1|Tynk gipsowy Knauf MP 75 to doskonały wybór do otynkowania ścian i sufitów. Nakładany maszynowo w jednej warstwie, czyli w jednym cyklu technologicznym, znacząco przyśpiesza wykonanie prac tynkarskich. Może być stosowany na wszystkich podłożach mineralnych. Sprawdzi się we wszystkich ogrzewanych zimą pomieszczeniach. Po wyschnięciu powstają równe i gładkie powierzchnie, które nie wymagają dodatkowego wygładzania za pomocą gładzi. Tynk Knauf MP 75 to gotowa do użycia zaprawa gipsowa przeznaczona do wykonania tynków jednowarstwowych o grubości od 8 do 50 mm wewnątrz budynków w pomieszczeniach o maksymalnej wilgotności powietrza do 70%, a zatem także w kuchniach i łazienkach, które nie są użytkowane w celach przemysłowych. Produkt przeznaczony jest do tynkowania ścian z betonu komórkowego lub pustaków ceramicznych, a także na wylane z betonu sufity. Tynk Knauf MP 75 jest odporny na ścieranie, reguluje wilgotność powietrza i tworzy we wnętrzach przyjemny i zdrowy klimat dzięki właściwościom higroskopijnym gipsu, który pochłania nadmiar wilgoci, jeśli powietrze jest zbyt wilgotne oraz oddaje nadmiar wilgoci, jeśli powietrze staje się zbyt suche. Maszynowa technologia nakładania tynku przyspiesza wykonanie prac tynkarskich. Tynk polecany jest do tynkowania ścian i sufitów nie tylko w budownictwie mieszkaniowym, ale także w obiektach publicznych, takich jak szkoły, urzędy, hotele itp.|tynk zaprawa i cement
21|https://images.obi.pl/product/PL/932x365/563454_2.jpg,https://images.obi.pl/product/PL/932x365/563454_1.jpg|Baumaster Tynk mozaikowy kolor BM537 15kg|109.0|1|62|22.2|29.4|29.4|15.0|Baumaster Tynk mozaikowy kolor BM537 15kg Tynk strukturalny, mozaikowy, ozdobny, wykonany na bazie żywicy akrylowej i naturalnego lub barwionego kruszywa. Tynk przeznaczony jest do wykonywania ozdobnych wypraw tynkarskich wewnątrz i na zewnątrz budynku. Można go nakładać na podłożach betonowych, tynkach gipsowych, cementowych i cementowo-wapiennych oraz na płytach gipsowo-kartonowych i gipsowo-włóknowych. Jest elastyczny, odporny na duże naprężenia, wodo- i mrozoodporny, umiarkowanie poroprzepuszczalny oraz przyjazny środowisku naturalnemu. Ziarno: 1,5 mm Średnie zużycie: ok. 4 kg/m5|tynk zaprawa i cement
22|https://images.obi.pl/product/PL/932x365/500266_1.jpg|Knauf Ręczny tynk gipsowy Rotband 25 kg|36.99|1|23|14.0|35.0|52.0|20.0|Ręczny tynk gipsowy Rotband marki Knauf to tynk o zwiększonej przyczepności. Knauf Rotband to sucha zaprawa gipsowa przeznaczona do wykonania jednowarstwowych tynków na podłożach mineralnych. Ręczna technologia wykonania daje możliwość kształtowania struktury tynku przed jego wyschnięciem.    Wysoka przyczepność Dzięki wysokiej przyczepności ręczny tynk gipsowy Knauf doskonale się sprawdza zwłaszcza na trudnych podłoża mineralnych typu beton. Dzięki Rotband można ręcznie tynkować sufity i uzupełniać ubytki tynku na suficie. Tynk gipsowy można stosować również do tynkowania ścian. Przy pomocy zaprawy gipsowej Rotband można wykończyć pracę na gładko, dzięki czemu nie trzeba wygładzać ścian gładzią ani wykonywać dodatkowej struktury.  Zastosowanie tynku gipsowego Ręczny tynk gipsowy tworzy gładkie powierzchnie o dowolnej strukturze wewnątrz budynków na ścianach i sufitach. Pomieszczenia, w których można użyć tynku Rotband powinny wykazywać wilgotność powietrza na poziomie do 70%. To sprawia, że można go stosować w pokojach, piwnicach i na poddaszach, a nawet w szkolnych, hotelowych czy szpitalnych łazienkach. Tynk gipsowy sprawdzi się jako podłoże pod różnego rodzaju farby i tapety, jako podłoże do układania płytek i pod tynki wykończeniowe.  Sposób użycia ręcznego tynku gipsowego Tynk Rotband można nakładać w warstwach o grubości do 5 do 35 mm. Jeśli jest potrzeba położenia grubszej warstwy tynku, należy wykonać drugą warstwę. Grubość obu warstw powinna wynosić maksymalnie 50 mm. Wysoka przyczepność tynku gipsowego Knauf daje możliwość użycia szczególnie na trudnych podłożach. Tynk gipsowy Rotband reguluje wilgotność powietrza w pomieszczeniach, dzięki higroskopijnym właściwościom gipsu. Higroskopijność sprawia, że nadmiar wilgoci zostaje pochłonięty, jeśli powietrze jest zbyt wilgotne. Gips oddaje również nadmiar wilgoci, jeśli powietrze staje się zbyt suche.|tynk zaprawa i cement
23|https://images.obi.pl/product/PL/932x365/272540_1.jpg,https://images.obi.pl/product/PL/932x365/272540_2.jpg|Kreisel Tynk silikatowo-silikonowy dekoracyjny TS07,25 kg|169.0|1|86||||||tynk zaprawa i cement
24|https://images.obi.pl/product/PL/932x365/563433_2.jpg,https://images.obi.pl/product/PL/932x365/563433_1.jpg|Baumaster Tynk mozaikowy kolor BM534 15kg|109.0|1|31|22.2|29.4|29.4|15.0|Baumaster Tynk mozaikowy kolor BM534 15kg Tynk strukturalny, mozaikowy, ozdobny, wykonany na bazie żywicy akrylowej i naturalnego lub barwionego kruszywa. Tynk przeznaczony jest do wykonywania ozdobnych wypraw tynkarskich wewnątrz i na zewnątrz budynku. Można go nakładać na podłożach betonowych, tynkach gipsowych, cementowych i cementowo-wapiennych oraz na płytach gipsowo-kartonowych i gipsowo-włóknowych. Jest elastyczny, odporny na duże naprężenia, wodo- i mrozoodporny, umiarkowanie poroprzepuszczalny oraz przyjazny środowisku naturalnemu. Ziarno: 1,5 mm Średnie zużycie: ok. 4 kg/m5|tynk zaprawa i cement
25|https://images.obi.pl/product/PL/932x365/685447_1.jpg|Baumaster Tynk mozaikowy kolor BM534 5kg|55.99|1|63|15.8|20.7|20.7|5.0|Baumaster Tynk mozaikowy kolor BM534 5kg Tynk strukturalny, mozaikowy, ozdobny, wykonany na bazie żywicy akrylowej i naturalnego lub barwionego kruszywa. Tynk przeznaczony jest do wykonywania ozdobnych wypraw tynkarskich wewnątrz i na zewnątrz budynku. Można go nakładać na podłożach betonowych, tynkach gipsowych, cementowych i cementowo-wapiennych oraz na płytach gipsowo-kartonowych i gipsowo-włóknowych. Jest elastyczny, odporny na duże naprężenia, wodo- i mrozoodporny, umiarkowanie poroprzepuszczalny oraz przyjazny środowisku naturalnemu. Ziarno: 1,5 mm Średnie zużycie: ok. 4 kg/m6|tynk zaprawa i cement
