id|img|name|price|vat|amount|height|width|depth|weight|describe|cat
1|https://images.obi.pl/product/PL/932x365/275440_1.jpg|Hyundai Generator prądotwórczy benzynowy 2000 W z AVR|1999.0|1|34|44.0|43.5|44.5|37.0|Generator Prądotwórczy benzynowy o mocy znamionowej 2000 W firmy Hyundai.  Urządzenie niezbędne w każdym miejscu gdzie nie mamy dostępu do prądu z sieci. Generator wyposażony w chłodzony powietrzem silnik o mocy 3 KM ze stabilizacją napięcia AVR oraz voltomierz. Urządzenie wyposażono w 2 gniazdkach jednofazowe 230 V. Czas pracy ciągłej na jednym zbiorniku o pojemności 15 l wynosi 12 godzin. Poziom hałasu: 95 dB.  Posiada system automatycznej stabilizacji napięcia AVR dzięki któremu bezpiecznie podłączysz do agregatu domowy sprzęt AGD taki jak piece centralnego ogrzewania, pralkę, lodówkę itp.|technika
2|https://images.obi.pl/product/PL/932x365/595796_1.jpg,https://images.obi.pl/product/PL/932x365/595796_2.jpg|LUX Tools Ramię wychylne SWA-600 300-600 kg|199.0|1|64|||||Ramię wychylne marki LUX Tools o max długości 1100 mm. Obrotowe ramię służy do mocowania i obracania elektrycznych wciągników o lekkiej konstrukcji. W komplecie z ramieniem sprzedawane są nakładki mocujące. Min/max zasięg ramienia i udźwig: 750 mm - 600 kg/1100 mm - 300 kg br>|technika
3|https://images.obi.pl/product/PL/932x365/595798_1.jpg|LUX Tools Elektryczna wciągarka linowa SZ-100/200|399.0|1|99|||||Elektryczna wciągarka marki LUX Tools o mocy 500 W. Urządzenie jest przeznaczone do podnoszenia i opuszczania małych ciężarów. Urządzenie wyposażone w linę o średnicy 3,18 mm. Wciągarka posiada zabezpieczenie przeciwprzeciążeniowe. Dołączony pilot obsługowy jest na kablu o długości 1,5 m a kabel zasilający ma 0,65 m. Maksymalny udźwig na wysokość 6/12 metrów: 200/100 kg. Funkcja automatycznego stopu. Stopień ochrony: IP54 Waga: 11 kg|technika
4|https://images.obi.pl/product/PL/932x365/595792_1.jpg|Wciągarka linowa SW-360 kg|99.99|1|72|||||Wciągarka linowa marki LUX-TOOLS o maksymalnym udżwigu 360 kg. Urządzenie służy do ciągnięcia lub mocowania ładunków. Nie jest przeznaczone do podnoszenia ładunków. Wciągarka wyposażona jest w linę o średnicy 4 mm i długośći 10 m. Funkcja automatycznego stopu. Waga: 2,25 kg.|technika
5|https://images.obi.pl/product/PL/932x365/284653_1.jpg,https://images.obi.pl/product/PL/932x365/284653_2.jpg,https://assets.obi.de/skin/a94dcb7/images/blind.gif|Hyundai Generator prądotwórczy HG800-3, 650W|999.0|1|56|40.0|33.0|33.0|17.5||technika
6|https://images.obi.pl/product/PL/932x365/638136_1.jpg,https://images.obi.pl/product/PL/932x365/638136_2.jpg,https://assets.obi.de/skin/a94dcb7/images/blind.gif,https://assets.obi.de/skin/a94dcb7/images/blind.gif|Lux-Tools Przecinarka ręczna do glazury 120 cm|549.0|1|72|||||Przecinarka do glazury FSM-1200 o długości cięcia 120 cm marki Lux Tools. Ręczna przecinarka do glazury przeznaczona do cięcia małych i średnich płytek ceramicznych o grubości do 14 mm i długości do 1200 mm. Przecinarka posiada ruchome boczne ramiona do podtrzymywania szerszych płytek. Wyprofilowany uchwyt zapewnia wygodniejsze cięcie oraz łamanie płytek. Wyposażona jest w prowadnicę równoległą i ostrze o średnicy 22 mm.|technika
7|https://images.obi.pl/product/PL/932x365/582054_1.jpg,https://images.obi.pl/product/PL/932x365/582054_2.jpg|LUX Przecinarka do glazury FSM 800 mm|399.0|1|67|20.0|26.0|104.0|7.0|Przecinarka do glazury FSM 800 mm, LUX-TOOLS. Ręczna przecinarka do glazury przeznaczona do cięcia małych i dużych płytek ceramicznych o grubości do 12 mm i długości do 800 mm. Wyposażona jest w aluminiową podstawę, prowadnicę równoległą i poręczny uchwyt.|technika
8|https://images.obi.pl/product/PL/932x365/582057_1.jpg,https://images.obi.pl/product/PL/932x365/582057_2.jpg,https://assets.obi.de/skin/a94dcb7/images/blind.gif|LUX Przecinarka do glazury FSM 700 mm|379.0|1|88|19.5|26.0|94.5|6.5|Przecinarka do glazury FSM 700 mm, LUX-TOOLS. Ręczna przecinarka do glazury przeznaczona do cięcia małych i dużych płytek ceramicznych o grubości do 12 mm i długości do 700 mm. Wyposażona jest w aluminiową podstawę, prowadnicę równoległą i poręczny uchwyt.|technika
9|https://images.obi.pl/product/PL/932x365/477913_1.jpg|CMI Przecinarka do glazury C-FSM-180/600 600 W 180 mm|359.0|1|56|36.0|38.0|38.0|8.5|Przecinarka do glazury C-FSM-180/600, marki CMI. Kompaktowa przecinarka przeznaczona do cięcia małych i średnich płytek ceramicznych, zarówno ściennych, jak i podłogowych, a także kamienia i innych materiałów ceramicznych. Umożliwia cięcia pod kątem od 0 st. do 45 st. Wyposażona jest w tarczową piłę diamentową o średnicy 180 mm i prowadnicę równoległą. Posiada stół roboczy o wymiarach 330 mm x 360 mm z podziałką milimetrową, odchylany pod kątem 45 st. Moc: 600 W. Zasilanie: 230 V / 50 Hz. Prędkość obrotowa bez obciążenia: 4.750 obr/min. Maksymalna głębokość cięcia: 35 mm.|technika
10|https://images.obi.pl/product/PL/932x365/292948_1.jpg|LUX Przecinarka do glazury 600 mm|229.0|1|9|20.0|82.5|13.5|8.2|Przecinarka do glazury 600 mm marki LUX-Tools. Ręczna przecinarka do glazury przeznaczona do cięcia małych i średnich płytek ceramicznych o grubości do 14 mm i długości do 600 mm. Wyposażona jest w prowadnicę równoległą z łożyskami kulkowymi, ostrze o średnicy 22 mm i poręczny uchwyt.|technika
