id|img|name|price|vat|amount|height|width|depth|weight|describe|cat
401|https://images.obi.pl/product/PL/932x365/468658_1.jpg|LUX Ściernica trzpieniowa do ostrzenia łańcucha piły 4,8 mm 2 szt.|5.98|1|88|3.8|6.0|6.0|6.0|Ściernica trzpieniowa do ostrzenia łańcucha piły, 4,8 mm, LUX-TOOLS, 2 sztuki. Walec ścierny do szlifowania precyzyjnego. Pozwala na szybkie i dokładne ostrzenie zębów tnących w piłach łańcuchowych. Zapewnia dużą dokładność i niski poziom emisji pyłu. Profesjonalna jakość gwarantuje niskie zużycie i tym samym wysoką trwałość ściernicy.|elektronarzędzia
402|https://images.obi.pl/product/PL/932x365/389957_1.jpg|Brzeszczot do cięcia bocznego Moto-Saw 100 mm|9.98|1|96|10.0|2.0|1.0|10.0|Specjalistyczne narzędzie umożliwiającej wysokowydajną obróbkę różnych materiałów. Przeznaczone do precyzyjnych prac ręcznych z użyciem wielofunkcyjnej multiszlifierki. Umożliwia pracę w takich materiałach jak: drewno, płyty drewnopochodne, tworzywa sztuczne.|elektronarzędzia
403|https://images.obi.pl/product/PL/932x365/468719_1.jpg|LUX Frez HSS kulisty 4,8 mm do multiszlifierek|5.98|1|30|3.8|5.0|5.0|4.0|Frez grawerski kulisty HSS, 4,8 mm, LUX-TOOLS. Specjalistyczne narzędzie z mocnej stali szybkotnącej, umożliwiającej wysokowydajną obróbkę metali. Przeznaczone do precyzyjnego grawerowania oraz do frezowania i fazowania krawędzi. Umożliwia pracę w takich materiałach jak: tworzywa mineralne, syntetyczne, szklano-epoksydowe, drewno (MDF), aluminium, miedź, mosiądz, srebro, złoto, platyna. Trzpień 3,2 mm pozwala na mocowanie w większości multiszlifierek.|elektronarzędzia
404|https://images.obi.pl/product/PL/932x365/468701_1.jpg|LUX Wiertło mikro 0,8 mm do multiszlifierek 3 sztuki|5.98|1|57|4.4|2.0|2.0|3.0|Wiertło uniwersalne, precyzyjne, 0,8 mm, LUX-TOOLS, 3 sztuki. Specjalistyczne mini wiertło z mocnej stali szybkotnącej, umożliwiające wysokowydajną obróbkę metali. Sposób wykonania wiertła gwarantuje uzyskanie wysokiej dokładności i prostolinijności wierconych otworów. Przeznaczone jest do wiercenia w aluminium, mosiądzu, miedzi, drewnie, a także w pleksiglasie oraz w innych tworzywach sztucznych. Trzpień 2,35 mm pozwala na mocowanie w większości multiszlifierek.|elektronarzędzia
405|https://images.obi.pl/product/PL/932x365/468701_1.jpg|LUX Wiertło mikro 1 mm do multiszlifierek 3 sztuki|5.98|1|49|4.4|2.0|2.0|4.0|Wiertło uniwersalne, precyzyjne, 1 mm, LUX-TOOLS, 3 sztuki. Specjalistyczne mini wiertło z mocnej stali szybkotnącej, umożliwiające wysokowydajną obróbkę metali. Sposób wykonania wiertła gwarantuje uzyskanie wysokiej dokładności i prostolinijności wierconych otworów. Przeznaczone jest do wiercenia w aluminium, mosiądzu, miedzi, drewnie, a także w pleksiglasie oraz w innych tworzywach sztucznych. Trzpień 2,35 mm pozwala na mocowanie w większości multiszlifierek.|elektronarzędzia
406|https://images.obi.pl/product/PL/932x365/468701_1.jpg|LUX Wiertło mikro 1,6 mm do multiszlifierek 3 sztuki|5.98|1|8|4.4|2.0|2.0|1.0|Wiertło uniwersalne, precyzyjne, 1,6 mm, LUX-TOOLS, 3 sztuki. Specjalistyczne mini wiertło z mocnej stali szybkotnącej, umożliwiające wysokowydajną obróbkę metali. Sposób wykonania wiertła gwarantuje uzyskanie wysokiej dokładności i prostolinijności wierconych otworów. Przeznaczone jest do wiercenia w aluminium, mosiądzu, miedzi, drewnie, a także w pleksiglasie oraz w innych tworzywach sztucznych. Trzpień 2,35 mm pozwala na mocowanie w większości multiszlifierek.|elektronarzędzia
407|https://images.obi.pl/product/PL/932x365/468718_1.jpg|LUX Frez do grawerowania okrągły 3,1 mm do multiszlifierek|2.98|1|91|3.8|3.0|3.0|2.0|Frez grawerski okrągły 3,1 mm, LUX-TOOLS. Specjalistyczne narzędzie z hartowanej stali o ostrzach z węglików spiekanych, przeznaczone do precyzyjnego grawerowania oraz do frezowania i fazowania krawędzi. Umożliwia pracę w takich materiałach jak: tworzywa mineralne, syntetyczne, szklano-epoksydowe, drewno (MDF), aluminium, miedź, mosiądz, srebro, złoto, platyna. Trzpień 2,35 mm pozwala na mocowanie w większości multiszlifierek.|elektronarzędzia
408|https://images.obi.pl/product/PL/932x365/468647_1.jpg|LUX Szczotka pędzelkowa 4,8 mm do multiszlifierek|3.98|1|92|4.4|5.0|5.0|7.0|Szczotka druciana pędzelkowa 4,8 mm, z trzpieniem cylindrycznym, LUX-TOOLS. Służy do usuwania zadziorów i rdzy z metalu oraz do czyszczenia i wygładzania drewna i materiałów drewnopochodnych, tworzyw sztucznych oraz kamienia. Do mocowania we wszystkich typach urządzeń z uchwytem o średnicy 6 mm.|elektronarzędzia
409|https://images.obi.pl/product/PL/932x365/389926_2.jpg;https://images.obi.pl/product/PL/932x365/389926_1.jpg|Nóź do cięcia VersaTip|9.98|1|94|4.4|5.0|1.0|15.0|Specjalistyczne narzędzie umożliwiającej wysokowydajną obróbkę różnych materiałów. Przeznaczone do precyzyjnych prac ręcznych z użyciem lutownicy VersaTip 2000. Umożliwia pracę w takich materiałach jak: nylon, folie PE.|elektronarzędzia
410|https://images.obi.pl/product/PL/932x365/389959_1.jpg|Brzeszczot do drewna precyzyjny Moto-Saw 100 mm|7.98|1|41|10.0|2.0|1.0|9.0|Specjalistyczne narzędzie umożliwiającej wysokowydajną obróbkę różnych materiałów. Przeznaczone do precyzyjnych prac ręcznych z użyciem wielofunkcyjnej multiszlifierki. Umożliwia pracę w takich materiałach jak: drewno, płyty drewnopochodne, tworzywa sztuczne.|elektronarzędzia
411|https://images.obi.pl/product/PL/932x365/389960_1.jpg|Brzeszczot do metalu Moto-Saw 100 mm|7.98|1|97|10.0|2.0|1.0|7.0|Specjalistyczne narzędzie umożliwiającej wysokowydajną obróbkę różnych materiałów. Przeznaczone do precyzyjnych prac ręcznych z użyciem wielofunkcyjnej multiszlifierki. Umożliwia pracę w takich materiałach jak: drewno, płyty drewnopochodne, tworzywa sztuczne.|elektronarzędzia
412|https://images.obi.pl/product/PL/932x365/468707_1.jpg|LUX Frez do grawerowania w kształcie kuli 0,8 mm do multiszlifierek|2.98|1|68|4.4|2.0|2.0|1.0|Frez grawerski kulisty 0,8 mm, LUX-TOOLS. Specjalistyczne narzędzie z hartowanej stali o ostrzach z węglików spiekanych, przeznaczone do precyzyjnego grawerowania oraz do frezowania i fazowania krawędzi. Umożliwia pracę w takich materiałach jak: tworzywa mineralne, syntetyczne, szklano-epoksydowe, drewno (MDF), aluminium, miedź, mosiądz, srebro, złoto, platyna. Trzpień 2,35 mm pozwala na mocowanie w większości multiszlifierek.|elektronarzędzia
413|https://images.obi.pl/product/PL/932x365/468707_1.jpg|LUX Frez do grawerowania w kształcie kuli 1,6 mm do multiszlifierek|2.98|1|6|4.4|2.0|2.0|1.0|Frez grawerski kulisty 1,6 mm, LUX-TOOLS. Specjalistyczne narzędzie z hartowanej stali o ostrzach z węglików spiekanych, przeznaczone do precyzyjnego grawerowania oraz do frezowania i fazowania krawędzi. Umożliwia pracę w takich materiałach jak: tworzywa mineralne, syntetyczne, szklano-epoksydowe, drewno (MDF), aluminium, miedź, mosiądz, srebro, złoto, platyna. Trzpień 2,35 mm pozwala na mocowanie w większości multiszlifierek.|elektronarzędzia
414|https://images.obi.pl/product/PL/932x365/468707_1.jpg|LUX Frez do grawerowania w kształcie kuli 2,4 mm do multiszlifierek|2.98|1|22|4.4|2.0|2.0|1.0|Frez grawerski kulisty 2,4 mm, LUX-TOOLS. Specjalistyczne narzędzie z hartowanej stali o ostrzach z węglików spiekanych, przeznaczone do precyzyjnego grawerowania oraz do frezowania i fazowania krawędzi. Umożliwia pracę w takich materiałach jak: tworzywa mineralne, syntetyczne, szklano-epoksydowe, drewno (MDF), aluminium, miedź, mosiądz, srebro, złoto, platyna. Trzpień 2,35 mm pozwala na mocowanie w większości multiszlifierek.|elektronarzędzia
