0|Kolor:select:0|Pomarañczowy:0|1
0|Kolor:select:1|Czerwony:1|2
0|Wielkoœæ:select:0|Œredni:0|1
0|Wielkoœæ:select:1|Ma³y:1|2
1|Kolor:select:0|Niebieski:0|1
1|Kolor:select:1|Pomarañczowy:1|2
1|Wielkoœæ:select:0|Bardzo du¿y:0|1
1|Wielkoœæ:select:1|Bardzo ma³y:1|2
2|Kolor:select:0|Lazurowy:0|1
2|Wielkoœæ:select:0|Du¿y:0|1
3|Kolor:select:0|Niebieski:0|1
3|Kolor:select:1|Czerwony:1|2
3|Wielkoœæ:select:0|Ma³y:0|1
3|Wielkoœæ:select:1|Bardzo ma³y:1|2
4|Kolor:select:0|Niebieski:0|1
4|Kolor:select:1|Burgundowy:1|2
4|Kolor:select:2|Czerwony:2|3
4|Wielkoœæ:select:0|Bardzo ma³y:0|1
5|Kolor:select:0|Czerwony:0|1
5|Wielkoœæ:select:0|Bardzo ma³y:0|1
6|Kolor:select:0|Niebieski:0|1
6|Kolor:select:1|Czerwony:1|2
6|Wielkoœæ:select:0|Œredni:0|1
7|Kolor:select:0|Burgundowy:0|1
7|Kolor:select:1|Niebieski:1|2
7|Kolor:select:2|Czerwony:2|3
7|Wielkoœæ:select:0|Bardzo ma³y:0|1
7|Wielkoœæ:select:1|Du¿y:1|2
8|Kolor:select:0|Czerwony:0|1
8|Wielkoœæ:select:0|Du¿y:0|1
8|Wielkoœæ:select:1|Ma³y:1|2
9|Kolor:select:0|Czerwony:0|1
9|Wielkoœæ:select:0|Œredni:0|1
9|Wielkoœæ:select:1|Du¿y:1|2
10|Kolor:select:0|B³êkitny:0|1
10|Kolor:select:1|Niebieski:1|2
10|Wielkoœæ:select:0|Œredni:0|1
10|Wielkoœæ:select:1|Ma³y:1|2
11|Kolor:select:0|Pomarañczowy:0|1
11|Kolor:select:1|B³êkitny:1|2
11|Wielkoœæ:select:0|Bardzo du¿y:0|1
12|Kolor:select:0|B³êkitny:0|1
12|Kolor:select:1|Czerwony:1|2
12|Kolor:select:2|Niebieski:2|3
12|Wielkoœæ:select:0|Bardzo du¿y:0|1
12|Wielkoœæ:select:1|Œredni:1|2
13|Kolor:select:0|Zielony:0|1
13|Wielkoœæ:select:0|Œredni:0|1
13|Wielkoœæ:select:1|Ma³y:1|2
14|Kolor:select:0|Lazurowy:0|1
14|Kolor:select:1|Burgundowy:1|2
14|Wielkoœæ:select:0|Du¿y:0|1
15|Kolor:select:0|B³êkitny:0|1
15|Wielkoœæ:select:0|Bardzo du¿y:0|1
16|Kolor:select:0|Pomarañczowy:0|1
16|Kolor:select:1|Zielony:1|2
16|Kolor:select:2|Lazurowy:2|3
16|Wielkoœæ:select:0|Bardzo du¿y:0|1
16|Wielkoœæ:select:1|Du¿y:1|2
17|Kolor:select:0|Burgundowy:0|1
17|Kolor:select:1|Lazurowy:1|2
17|Kolor:select:2|Pomarañczowy:2|3
17|Wielkoœæ:select:0|Du¿y:0|1
17|Wielkoœæ:select:1|Bardzo du¿y:1|2
18|Kolor:select:0|Czerwony:0|1
18|Wielkoœæ:select:0|Ma³y:0|1
19|Kolor:select:0|Pomarañczowy:0|1
19|Wielkoœæ:select:0|Œredni:0|1
19|Wielkoœæ:select:1|Ma³y:1|2
20|Kolor:select:0|Pomarañczowy:0|1
20|Wielkoœæ:select:0|Bardzo ma³y:0|1
20|Wielkoœæ:select:1|Du¿y:1|2
21|Kolor:select:0|Czerwony:0|1
21|Kolor:select:1|Niebieski:1|2
21|Kolor:select:2|Pomarañczowy:2|3
21|Wielkoœæ:select:0|Œredni:0|1
21|Wielkoœæ:select:1|Bardzo ma³y:1|2
22|Kolor:select:0|Pomarañczowy:0|1
22|Kolor:select:1|Lazurowy:1|2
